RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,Fire Extingushier-Ops,Local,OPSMHE&FACILITYASSET,0,6,2875,3105,GST,20355,Opening new branch at Bhiwandi (RKG),akshaya synergies,3360,23788.8,4 days,50%-50%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,FAN-Ops,Local,OPSMHE&FACILITYASSET,0,12,2625,5670,GST,37170,Opening new branch Bhiwandi (RKG),Swastik Eneterprises,2625,37170,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,FAN-Ops,Local,OPSMHE&FACILITYASSET,0,12,2625,5670,GST,37170,Opening new branch Bhiwandi (RKG),VERMA ELECTRICALS AND TELECOM SERVICES,2691.67,38114.04,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,FAN-Ops,Local,OPSMHE&FACILITYASSET,0,12,2625,5670,GST,37170,Opening new branch Bhiwandi (RKG),akshaya synergies,2770.83,39234.96,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,24,1772.92,7659,GST,50209.08,Opening new branch Bhiwandi (RKG),Swastik Eneterprises,1772.92,50209.08,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,24,1772.92,7659,GST,50209.08,Opening new branch Bhiwandi (RKG),Samarth Construction,1979.17,56050.08,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,24,1772.92,7659,GST,50209.08,Opening new branch Bhiwandi (RKG),A S BHARTI ENTERPRISES,2387.5,67614,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,GENERATOR 15 KVA-Ops,Local,OPSMHE&FACILITYASSET,0,1,305000,54900,GST,359900,Opening new branch Bhiwandi (RKG),DNB POWERSOL,305000,359900,15 days,100% advance,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,GENERATOR 15 KVA-Ops,Local,OPSMHE&FACILITYASSET,0,1,305000,54900,GST,359900,Opening new branch Bhiwandi (RKG),Metro Power Corporation,317910,375133.8,15 days,100% advance,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,GENERATOR 15 KVA-Ops,Local,OPSMHE&FACILITYASSET,0,1,305000,54900,GST,359900,Opening new branch Bhiwandi (RKG),Swastik Eneterprises,395000,466100,15 days,100% advance,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,FURINTURE,TABLE-Ops,Local,OPSMHE&FACILITYASSET,0,15,15500,41850,GST,274350,Opening new branch Bhwandi (RKG),Swastik Eneterprises,15500,274350,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,FURINTURE,TABLE-Ops,Local,OPSMHE&FACILITYASSET,0,15,15500,41850,GST,274350,Opening new branch Bhwandi (RKG),Samarth Construction,16000,283200,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,FURINTURE,TABLE-Ops,Local,OPSMHE&FACILITYASSET,0,15,15500,41850,GST,274350,Opening new branch Bhwandi (RKG),VERMA Electricals AND TELECOM SERVICES,16000,283200,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,CARPENTORY WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,129600,23328,GST,152928,Opening new branch Bhiwandi (RKG),Swastik Eneterprises,129600,152928,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,CARPENTORY WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,129600,23328,GST,152928,Opening new branch Bhiwandi (RKG),VERMA Electricals AND TELECOM SERVICES,138420,163335.6,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,CARPENTORY WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,129600,23328,GST,152928,Opening new branch Bhiwandi (RKG),akshaya synergies,146400,172752,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,ELECTRICAL WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,334065,60131.7,GST,394196.7,Opening new branch Bhiwandi (RKG),Swastik Eneterprises,334065,394196.7,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,ELECTRICAL WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,334065,60131.7,GST,394196.7,Opening new branch Bhiwandi (RKG),VERMA Electricals AND TELECOM SERVICES,355255,419200.9,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,ELECTRICAL WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,334065,60131.7,GST,394196.7,Opening new branch Bhiwandi (RKG),akshaya synergies,371690,438594.2,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,IT NETWORKING WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,129600,23328,GST,152928,opening new branch bhiwandi (rKG),Swastik Eneterprises,129600,152928,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,IT NETWORKING WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,129600,23328,GST,152928,opening new branch bhiwandi (rKG),VERMA Electricals AND TELECOM SERVICES,138420,163335.6,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,IT NETWORKING WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,129600,23328,GST,152928,opening new branch bhiwandi (rKG),akshaya synergies,146000,172352,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,METAL FABRICATION-Ops,Local,OPSMHE&FACILITYASSET,0,1,166050,29889,GST,195939,Opening new branch Bhiwandi (RKG),Swastik Eneterprises,166050,195939,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,METAL FABRICATION-Ops,Local,OPSMHE&FACILITYASSET,0,1,166050,29889,GST,195939,Opening new branch Bhiwandi (RKG),Samarth Construction,168100,198358,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,METAL FABRICATION-Ops,Local,OPSMHE&FACILITYASSET,0,1,166050,29889,GST,195939,Opening new branch Bhiwandi (RKG),VERMA Electricals AND TELECOM SERVICES,243950,287861,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,INTERIOR WORK (Partition excluding woodwork)-Ops,Local,OPSMHE&FACILITYASSET,0,1,55050,9909,GST,64959,Opening new branch Bhiwandi (RKG),Swastik Eneterprises,55050,64959,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,INTERIOR WORK (Partition excluding woodwork)-Ops,Local,OPSMHE&FACILITYASSET,0,1,55050,9909,GST,64959,Opening new branch Bhiwandi (RKG),VERMA Electricals AND TELECOM SERVICES,66480,78446.4,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,LEASEHOLD IMPROVEMENTS,INTERIOR WORK (Partition excluding woodwork)-Ops,Local,OPSMHE&FACILITYASSET,0,1,55050,9909,GST,64959,Opening new branch Bhiwandi (RKG),akshaya synergies,68310,80605.8,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,1,19000,3420,GST,22420,Opening new branch Bhwandi (RKG),Swastik Eneterprises,19000,22420,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,1,19000,3420,GST,22420,Opening new branch Bhwandi (RKG),Samartha constructions,20000,23600,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,1,19000,3420,GST,22420,Opening new branch Bhwandi (RKG),VERMA ELECTRICALS AND TELECOM SERVICES,22800,26904,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Sorting Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,1,12500,2250,GST,14750,Opening new branch Bhiwandi (RKG),Swastik Eneterprises,12500,14750,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Sorting Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,1,12500,2250,GST,14750,Opening new branch Bhiwandi (RKG),Samartha constructions,13500,15930,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Sorting Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,1,12500,2250,GST,14750,Opening new branch Bhiwandi (RKG),VERMA ELECTRICALS AND TELECOM SERVICES,13750,16225,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Holder-Ops,Local,OPSMHE&FACILITYASSET,0,2,2000,720,GST,4720,Opening new Bhiwandi (RKG) branch,Swastik Eneterprises,2000,4720,1 week,40%-40%-20%,Yes
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Holder-Ops,Local,OPSMHE&FACILITYASSET,0,2,2000,720,GST,4720,Opening new Bhiwandi (RKG) branch,Samartha constructions,2000,4720,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,PLANT & MACHINERY,Bag Holder-Ops,Local,OPSMHE&FACILITYASSET,0,2,2000,720,GST,4720,Opening new Bhiwandi (RKG) branch,akshaya synergies,3750,8850,1 week,40%-40%-20%,-
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11) - OPS,Central,ITASSETS-OPS,2600,4,2600,0,,10400,Opening new branch at Bhiwandi (RKG),,0,0,,,
CPX-F/M/202526/0007,05-05-2025,Facility,New,2472582.78,M,0,Select,Dom Exp,Admin,Yes,Budgeted 24-25,Opening new branch bhiwandi (RKG),Rejected,28-05-2025,Rejected. Note: BOQ is revised after considering a,Others,Authority - Manoj Rathod ,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,3,14411,0,,43233,Opening new branch at Bhiwandi (RKG),,0,0,,,
CPX-F/M/202526/0008,22-05-2025,Facility,Existing,13415930,M,M79,DTDC CORPORATE OFFICE - M79 (HO),Dom Exp,Ops,Yes,FY 25-26,Partial Qty released as per MHE Budget FY25-26. Th,Approved,29-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,70,24860,0,,1740200,Partial Qty released as per MHE Budget FY25-26,,0,0,,,
CPX-F/M/202526/0008,22-05-2025,Facility,Existing,13415930,M,M79,DTDC CORPORATE OFFICE - M79 (HO),Dom Exp,Ops,Yes,FY 25-26,Partial Qty released as per MHE Budget FY25-26. Th,Approved,29-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,1591,2773,0,,4411843,Partial Qty released as per MHE Budget FY25-26,,0,0,,,
CPX-F/M/202526/0008,22-05-2025,Facility,Existing,13415930,M,M79,DTDC CORPORATE OFFICE - M79 (HO),Dom Exp,Ops,Yes,FY 25-26,Partial Qty released as per MHE Budget FY25-26. Th,Approved,29-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,880,1148,0,,1010240,Partial Qty released as per MHE Budget FY25-26,,0,0,,,
CPX-F/M/202526/0008,22-05-2025,Facility,Existing,13415930,M,M79,DTDC CORPORATE OFFICE - M79 (HO),Dom Exp,Ops,Yes,FY 25-26,Partial Qty released as per MHE Budget FY25-26. Th,Approved,29-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,"Nilkamal BOPT (685mm Fork, 2 Ton Capacity)-Ops",Central,OPSMHE&FACILITYASSET,431000,10,431000,0,,4310000,Partial Qty released as per MHE Budget FY25-26,,0,0,,,
CPX-F/M/202526/0008,22-05-2025,Facility,Existing,13415930,M,M79,DTDC CORPORATE OFFICE - M79 (HO),Dom Exp,Ops,Yes,FY 25-26,Partial Qty released as per MHE Budget FY25-26. Th,Approved,29-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,85,22000,0,,1870000,Partial Qty released as per MHE Budget FY25-26,,0,0,,,
CPX-F/M/202526/0008,22-05-2025,Facility,Existing,13415930,M,M79,DTDC CORPORATE OFFICE - M79 (HO),Dom Exp,Ops,Yes,FY 25-26,Partial Qty released as per MHE Budget FY25-26. Th,Approved,29-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,Weighing Machine - 1000 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,23121,1,23121,0,,23121,Partial Qty released as per MHE Budget FY25-26,,0,0,,,
CPX-F/M/202526/0008,22-05-2025,Facility,Existing,13415930,M,M79,DTDC CORPORATE OFFICE - M79 (HO),Dom Exp,Ops,Yes,FY 25-26,Partial Qty released as per MHE Budget FY25-26. Th,Approved,29-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,6,8421,0,,50526,Partial Qty released as per MHE Budget FY25-26,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,COMPUTER,6 KVA UPS with 2 Hrs Backup (APC SRCE6KUXI-IN)-Ops,Central,ITASSETS-OPS,143437,1,143437,0,,143437,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Ops,Central,ITASSETS-OPS,45455,4,45455,0,,181820,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,2,24860,0,,49720,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,10,2773,0,,27730,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,5,1148,0,,5740,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,1,22000,0,,22000,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,PLANT & MACHINERY,Weighing Machine - 500 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,19530,1,19530,0,,19530,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,2,8421,0,,16842,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,10,12000,0,,120000,Raising capex for Bhiwandi Branch.,,0,0,,,
CPX-F/M/202526/0009,05-06-2025,Facility,New,1711722.79,M,0,Select,Dom Exp,Admin,Yes,Budgeted 25-26,Raising capex for Bhiwandi Branch.,Rejected,14-06-2025,Rates needs to be re-validated.,Vendor quote is high,Authority - Manoj Rathod ,COMPUTER,Aruba AP-505 (RW) Unified AP-NonOps,Central,ITASSETS-NONOPS,31372,2,31372,0,,62744,Raising capex for Bhiwandi Branch.,,0,0,,,
