RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,Zone,Region,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetCategoryName_2,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,COMPUTER,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH),Central,IT-Hardware,14411,2,14411,0,,28822,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,COMPUTER,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11),Central,IT-Hardware,2600,4,2600,0,,10400,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal),Central,Operation,1148,5,1148,0,,5740,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal),Central,Operation,2773,10,2773,0,,27730,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,PLANT & MACHINERY,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,10,12000,0,,120000,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP),Central,IT-Hardware,45455,4,45455,0,,181820,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,Operation,22000,1,22000,0,,22000,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI,Central,IT-Hardware,24860,2,24860,0,,49720,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,COMPUTER,COMPUTER,6 KVA UPS upto 2 Hrs Backup (APC SRCE6KUXI-IN),Central,Operation,143437,1,143437,0,,143437,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae),Central,Operation,8421,2,8421,0,,16842,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 500 kgs (Essae),Central,Operation,19530,1,19530,0,,19530,Raised capex for Bhiwandi RKG branch,,0,0,,,
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,1,66000,0,GST Extra,66000,Raised capex for Bhiwandi RKG branch,Swastik Eneterprises,66000,66000,1 week,50-30-20,Yes
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,324490,0,GST Extra,324490,Raised capex for Bhiwandi RKG branch,Swastik Eneterprises,324490,324490,1 week,50-30-20,Yes
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,800,0,GST Extra,800,Raised capex for Bhiwandi RKG branch,Swastik Eneterprises,800,800,1 week,50-30-20,Yes
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,1,86200,0,GST Extra,86200,Raised capex for Bhiwandi RKG branch,Swastik Eneterprises,86200,86200,1 week,50-30-20,Yes
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Metal Fabrication,Local,Admin,0,1,97200,0,GST Extra,97200,Raised capex for Bhiwandi RKG branch ,Swastik Eneterprises,97200,97200,1 week,50-30-20,Yes
CPX-F/M/202526/0013,01-07-2025,Facility,New,1454489,M,0,Select,West,AMD,Dom Exp,Admin,Yes,Budgeted -25-26,Initially raised one capex i.e.CPX-F/M/202526/0007,Approved,01-07-2025,,,User - Swapnil Kadam ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,1,127500,0,GST Extra,127500,Raised capex for Bhiwandi RKG branch,Swastik Eneterprises,127500,127500,1 week,50-30-20,Yes
CPX-F/M/202526/0016,20-08-2025,Facility,Existing,14145597,M,M05,GOREGAON BRANCH - M05 (BO),West,MUM,Dom Exp,Admin,Yes,FY 2025-26,"To avoid consulting fees, a standard BOQ was not p",Approved,20-08-2025,,,User - Nirmal Jha ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,1,4226048,760689,GST,4986737,The above cost is for carpentry-related work and a,Malidesarc Pvt. LTd,4226048,4986737,60 Days,"10% on confirmation with Work Order, 40% on commen",Yes
CPX-F/M/202526/0016,20-08-2025,Facility,Existing,14145597,M,M05,GOREGAON BRANCH - M05 (BO),West,MUM,Dom Exp,Admin,Yes,FY 2025-26,"To avoid consulting fees, a standard BOQ was not p",Approved,20-08-2025,,,User - Nirmal Jha ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Civil Work,Local,Admin,0,1,564990,101698,GST,666688,Cost for Civil related work,Malidesarc Pvt. LTd,564990,666688,60 Days,"10% on confirmation with Work Order, 40% on commen",Yes
CPX-F/M/202526/0016,20-08-2025,Facility,Existing,14145597,M,M05,GOREGAON BRANCH - M05 (BO),West,MUM,Dom Exp,Admin,Yes,FY 2025-26,"To avoid consulting fees, a standard BOQ was not p",Approved,20-08-2025,,,User - Nirmal Jha ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,1060500,190890,GST,1251390,The above cost is for the Electrical related Work ,Malidesarc Pvt. LTd,1060500,1251390,60 Days,"10% on confirmation with Work Order, 40% on commen",Yes
CPX-F/M/202526/0016,20-08-2025,Facility,Existing,14145597,M,M05,GOREGAON BRANCH - M05 (BO),West,MUM,Dom Exp,Admin,Yes,FY 2025-26,"To avoid consulting fees, a standard BOQ was not p",Approved,20-08-2025,,,User - Nirmal Jha ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,4288135,771864,GST,5059999,The above cost is for Interior-related work and al,Malidesarc Pvt. LTd,4288135,5059999,60 Days,"10% on confirmation with Work Order, 40% on commen",Yes
CPX-F/O/202526/0005,24-04-2025,Facility,New,132150,O,0,Select,West,AMD,Dom Exp,Admin,Yes,FY24-25,MHE for Chalakudy approved by Sreeram sir and ZBH.,Approved,03-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,10,2773,0,,27730,Qty approved by Sreeram sir and ZBH ,,0,0,,,
CPX-F/O/202526/0005,24-04-2025,Facility,New,132150,O,0,Select,West,AMD,Dom Exp,Admin,Yes,FY24-25,MHE for Chalakudy approved by Sreeram sir and ZBH.,Approved,03-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,15,1148,0,,17220,qty approved by sreeram sir and ZBH ,,0,0,,,
CPX-F/O/202526/0005,24-04-2025,Facility,New,132150,O,0,Select,West,AMD,Dom Exp,Admin,Yes,FY24-25,MHE for Chalakudy approved by Sreeram sir and ZBH.,Approved,03-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,1,22000,0,,22000,qty approved by sreeram sir and ZBH,,0,0,,,
CPX-F/O/202526/0005,24-04-2025,Facility,New,132150,O,0,Select,West,AMD,Dom Exp,Admin,Yes,FY24-25,MHE for Chalakudy approved by Sreeram sir and ZBH.,Approved,03-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Shelving Racks-Ops,Local,OPSMHE&FACILITYASSET,0,2,22800,0,0,45600,MHE for Chalakudy . Approved by zbh. ,Home Decor,22800,45600,0,0,Yes
CPX-F/O/202526/0005,24-04-2025,Facility,New,132150,O,0,Select,West,AMD,Dom Exp,Admin,Yes,FY24-25,MHE for Chalakudy approved by Sreeram sir and ZBH.,Approved,03-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,2,9800,0,0,19600,MHE for Chalakudy. Approved by ZBH ,Home Decor ,9800,19600,0,0,Yes
CPX-F/P/202526/0001,06-04-2025,Facility,Upgrade,55460,P,P56,WALUJ BRANCH - P56 (BO),West,PNQ,Dom Exp,Admin,Yes,24-25,"UPDRAGING WALUJ BRANCH  , ALREADY RAISED LEASE HOL",Approved,08-04-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,2,15000,5400,18% GST ,35400,"UPDRAGING WALUJ BRANCH  , ALREADY RAISED LEASE HOL",SAARCH-VISTA ARCHITECTS,15000,35400,1 WEEK,40%+40%+20%,Yes
CPX-F/P/202526/0001,06-04-2025,Facility,Upgrade,55460,P,P56,WALUJ BRANCH - P56 (BO),West,PNQ,Dom Exp,Admin,Yes,24-25,"UPDRAGING WALUJ BRANCH  , ALREADY RAISED LEASE HOL",Approved,08-04-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Sorting Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,2,8500,3060,18% GST,20060,"UPDRAGING WALUJ BRANCH  , ALREADY RAISED LEASE HOL",SAARCH-VISTA ARCHITECTS ,8500,20060,1 WEEK,40%+40%+20%,Yes
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,3 KVA UPS with 2 Hrs Backup (APC SRC3KUXI-IN)-Ops,Central,ITASSETS-OPS,72796,1,72796,0,,72796,Upgrading Pune apex raised lease holding capex for,,0,0,,,
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,"Nilkamal BOPT (685mm Fork, 2 Ton Capacity)-Ops",Central,OPSMHE&FACILITYASSET,431000,1,431000,0,,431000,Upgrading Pune apex raised lease holding capex for,,0,0,,,
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Aruba AP-505 (RW) Unified AP-NonOps,Central,ITASSETS-NONOPS,31372,5,31372,0,,156860,Upgrading Pune apex raised lease holding capex for,,0,0,,,
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Aruba 1930 24G POE Switch-NonOps,Central,ITASSETS-NONOPS,36500,1,36500,0,,36500,Upgrading Pune apex raised lease holding capex for,,0,0,,,
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515)-NonOps,Central,ITASSETS-NONOPS,2572,5,2572,0,,12860,Upgrading Pune apex raised lease holding capex for,,0,0,,,
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Shelving Racks-Ops,Local,OPSMHE&FACILITYASSET,0,5,21200,19080,18% GST,125080,Upgrading Pune apex raised lease holding capex for,Verma electricals and telecom services    ,21200,125080,1WEEK,40%+40%+20%,Yes
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,FURINTURE,PLANT & MACHINERY,TABLE-Ops,Local,OPSMHE&FACILITYASSET,0,13,14300,33462,18% GST,219362,Upgrading Pune apex raised lease holding capex for,Verma Elelctricals & Telecom Services ,14300,219362,1WEEK,40%+40%+20%,Yes
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,CARPENTORY WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,145780,26240.4,18% GST,172020.4,Upgrading Pune apex raised lease holding capex for,Verma Elelctricals & Telecom Services ,145780,172020.4,1WEEK,40%+40%+20%,Yes
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,ELECTRICAL WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,794065,142931.7,18% GST,936996.7,Upgrading Pune apex raised lease holding capex for,Verma Elelctricals & Telecom Services ,794065,936996.7,1WEEK,40%+40%+20%,Yes
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT NETWORKING WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,120875,21757.5,18% GST,142632.5,In terms of the overall cost for the leasehold wor,Verma Elelctricals & Telecom Services ,120875,142632.5,1WEEK,40%+40%=20%,Yes
CPX-F/P/202526/0003,15-05-2025,Facility,Upgrade,2963112.6,P,P01,PUNE APEX - P01 (HO),West,PNQ,Dom Exp,Admin,Yes,24-25,Upgrading Pune apex raised lease holding capex for,Approved,23-05-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,INTERIOR WORK (Partition excluding woodwork)-Ops,Local,OPSMHE&FACILITYASSET,0,1,62000,11160,18% GST,73160,Upgrading Pune apex raised lease holding capex for,Verma Elelctricals & Telecom Services ,62000,73160,1WEEK,40%+40%+20%,Yes
CPX-F/R/202526/0002,08-04-2025,Facility,New,196833,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2024,Leasehold Approved From Regional Business head - M,Approved,19-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Non-Ops,Central,ITASSETS-NONOPS,45455,1,45455,0,,45455,For New retail Counter RC033,,0,0,,,
CPX-F/R/202526/0002,08-04-2025,Facility,New,196833,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2024,Leasehold Approved From Regional Business head - M,Approved,19-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,HP 136nw Printer (MFP)-Non-Ops,Central,ITASSETS-NONOPS,16907,1,16907,0,,16907,Retail Counter RC033- new,,0,0,,,
CPX-F/R/202526/0002,08-04-2025,Facility,New,196833,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2024,Leasehold Approved From Regional Business head - M,Approved,19-04-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,1,8421,0,,8421,New retail Counter RC033,,0,0,,,
CPX-F/R/202526/0002,08-04-2025,Facility,New,196833,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2024,Leasehold Approved From Regional Business head - M,Approved,19-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,INTERIOR WORK (Partition excluding woodwork)-Ops,Local,OPSMHE&FACILITYASSET,0,100,220,0,18% gst,22000,12 mm Normal glass with transportation (Fitting wi,,0,0,,,
CPX-F/R/202526/0002,08-04-2025,Facility,New,196833,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2024,Leasehold Approved From Regional Business head - M,Approved,19-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,PAINTING WORK-Others,Local,ADMIN-ASSETS-OTHERS,0,630,45,0,18% gst,28350,Paint work : shutter and wall paint(with putty)  a,,0,0,,,
CPX-F/R/202526/0002,08-04-2025,Facility,New,196833,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2024,Leasehold Approved From Regional Business head - M,Approved,19-04-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,PLANT & MACHINERY,LED light-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,1,600,0,18% gst,600,"""15 watt led light Crompton with fitting ( 1 years",,0,0,,,
CPX-F/R/202526/0002,08-04-2025,Facility,New,196833,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2024,Leasehold Approved From Regional Business head - M,Approved,19-04-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,OTHER FURNITURE - NONOPS,Local,ADMIN-ASSETS-OTHERS,0,1,22500,0,18% Gst,22500,Furniture work (Packing of Backside racks and SlaB,,0,0,,,
CPX-F/R/202526/0002,08-04-2025,Facility,New,196833,R,R32,NAGPUR GHAT ROAD BRANCH - R32 (BO),West,NGP,Dom Exp,Admin,Yes,Budget/2024,Leasehold Approved From Regional Business head - M,Approved,19-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11) - OPS,Central,ITASSETS-OPS,2600,1,2600,0,,2600,New retail counter Rc033,,0,0,,,
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal),Central,Operation,2773,10,2773,0,,27730,We are going to start LTL load,,0,0,,,
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,PLANT & MACHINERY,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,10,12000,0,,120000,New required as old cameras are out dated. Need wi,,0,0,,,
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,Operation,22000,1,22000,0,,22000,Going to start LTL Vehicle touching,,0,0,,,
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae),Central,Operation,8421,1,8421,0,,8421,Retail counter attached will require,,0,0,,,
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,1,61800,11124,18% gst,72924,Raising Capex for Carpentry work of Akola Branch U,PROPHANDY TECHNOLOGIES PRIVATE LIMITED/inspacco,61800,72924,15 to 20 Days,50% advance remaining 50% after invoice,Yes
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Civil Work,Local,Admin,0,1,44000,7920,18% gst,51920,Providing & Eracting Weather Shed on Bay / Dhakka ,PROPHANDY TECHNOLOGIES PRIVATE LIMITED/inspacco,44000,51920,15 to 20 days,50% advance remaining 50% after invoice,Yes
CPX-F/R/202526/0005,04-07-2025,Facility,Upgrade,734621,R,R04,AKOLA BRANCH - R04 (BO),WEST,NGP,Dom Exp,Admin,Yes,Budget/2025,Approved From RBH and ZBH- Akola Facility upgrade,Approved,09-07-2025,,,User - Pratik Nagrare ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,111670,20100,18% gst,131770,Raising capex for Akola upgrade branch- electrical,PROPHANDY TECHNOLOGIES PRIVATE LIMITED/inspacco,111670,131770,15 to 20 days,50% advance remaining 50% after invoice,Yes
